sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700913006000,1700913006010,1700913006250
sensor-0,1700913006999,1700913007001,1700913007986
sensor-0,1700913007999,1700913008002,1700913008918
sensor-0,1700913008999,1700913009001,1700913009243
sensor-0,1700913009999,1700913010012,1700913010916
sensor-0,1700913010998,1700913011001,1700913011986
sensor-0,1700913011998,1700913012010,1700913012246
sensor-0,1700913012998,1700913013001,1700913013918
sensor-0,1700913013998,1700913014000,1700913014988
sensor-0,1700913014998,1700913015000,1700913015244
sensor-1,1700913006000,1700913006010,1700913006988
sensor-1,1700913006999,1700913007015,1700913007917
sensor-1,1700913007999,1700913008003,1700913008246
sensor-1,1700913008999,1700913009004,1700913009916
sensor-1,1700913009999,1700913010013,1700913010982
sensor-1,1700913010998,1700913011001,1700913011242
sensor-1,1700913011998,1700913012008,1700913012914
sensor-1,1700913012998,1700913013002,1700913013985
sensor-1,1700913013998,1700913014003,1700913014246
sensor-1,1700913014998,1700913015003,1700913015916
sensor-10,1700913006000,1700913006014,1700913006988
sensor-10,1700913006999,1700913007017,1700913007917
sensor-10,1700913007999,1700913008004,1700913008246
sensor-10,1700913008999,1700913009005,1700913009916
sensor-10,1700913009999,1700913010014,1700913010982
sensor-10,1700913010998,1700913011002,1700913011242
sensor-10,1700913011998,1700913012009,1700913012914
sensor-10,1700913012998,1700913013004,1700913013985
sensor-10,1700913013998,1700913014012,1700913014246
sensor-10,1700913014998,1700913015004,1700913015916
sensor-100,1700913006000,1700913006049,1700913006988
sensor-100,1700913007004,1700913007027,1700913007917
sensor-100,1700913007999,1700913008016,1700913008246
sensor-100,1700913008999,1700913009018,1700913009916
sensor-100,1700913009999,1700913010023,1700913010982
sensor-100,1700913010998,1700913011009,1700913011242
sensor-100,1700913011998,1700913012018,1700913012914
sensor-100,1700913012998,1700913013008,1700913013985
sensor-100,1700913013998,1700913014014,1700913014246
sensor-100,1700913014998,1700913015012,1700913015916
sensor-101,1700913006000,1700913006027,1700913006918
sensor-101,1700913007004,1700913007027,1700913007246
sensor-101,1700913007999,1700913008023,1700913008982
sensor-101,1700913008999,1700913009019,1700913009983
sensor-101,1700913009999,1700913010024,1700913010244
sensor-101,1700913010998,1700913011021,1700913011916
sensor-101,1700913011998,1700913012030,1700913012983
sensor-101,1700913012998,1700913013008,1700913013247
sensor-101,1700913013998,1700913014012,1700913014916
sensor-101,1700913014998,1700913015010,1700913015986
sensor-102,1700913006000,1700913006030,1700913006250
sensor-102,1700913007004,1700913007027,1700913007986
sensor-102,1700913007999,1700913008016,1700913008918
sensor-102,1700913008999,1700913009019,1700913009243
sensor-102,1700913009999,1700913010024,1700913010916
sensor-102,1700913010998,1700913011020,1700913011986
