sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912975654,1700912975663,1700912975990
sensor-0,1700912976653,1700912976655,1700912976914
sensor-0,1700912977654,1700912977658,1700912978245
sensor-0,1700912978653,1700912978655,1700912978984
sensor-0,1700912979653,1700912979657,1700912979913
sensor-0,1700912980653,1700912980659,1700912981243
sensor-0,1700912981653,1700912981657,1700912981983
sensor-0,1700912982653,1700912982658,1700912983246
sensor-0,1700912983653,1700912983663,1700912983985
sensor-0,1700912984652,1700912984658,1700912984914
sensor-1,1700912975654,1700912975661,1700912975918
sensor-1,1700912976653,1700912976656,1700912977244
sensor-1,1700912977654,1700912977659,1700912977985
sensor-1,1700912978653,1700912978662,1700912978914
sensor-1,1700912979653,1700912979657,1700912980243
sensor-1,1700912980653,1700912980659,1700912980984
sensor-1,1700912981653,1700912981656,1700912981914
sensor-1,1700912982653,1700912982657,1700912982985
sensor-1,1700912983653,1700912983663,1700912983915
sensor-1,1700912984653,1700912984658,1700912985246
sensor-10,1700912975654,1700912975665,1700912975918
sensor-10,1700912976653,1700912976657,1700912977244
sensor-10,1700912977654,1700912977662,1700912977985
sensor-10,1700912978653,1700912978663,1700912978914
sensor-10,1700912979653,1700912979667,1700912980243
sensor-10,1700912980653,1700912980661,1700912980984
sensor-10,1700912981653,1700912981662,1700912981914
sensor-10,1700912982653,1700912982664,1700912982985
sensor-10,1700912983653,1700912983664,1700912983915
sensor-10,1700912984653,1700912984660,1700912985246
sensor-100,1700912975654,1700912975682,1700912975918
sensor-100,1700912976653,1700912976680,1700912977244
sensor-100,1700912977654,1700912977678,1700912977985
sensor-100,1700912978653,1700912978685,1700912978914
sensor-100,1700912979653,1700912979676,1700912980243
sensor-100,1700912980653,1700912980679,1700912980984
sensor-100,1700912981653,1700912981675,1700912981914
sensor-100,1700912982653,1700912982681,1700912982985
sensor-100,1700912983653,1700912983671,1700912983915
sensor-100,1700912984653,1700912984671,1700912985246
sensor-101,1700912975654,1700912975682,1700912976245
sensor-101,1700912976653,1700912976681,1700912976987
sensor-101,1700912977654,1700912977672,1700912977914
sensor-101,1700912978653,1700912978674,1700912979245
sensor-101,1700912979653,1700912979679,1700912979986
sensor-101,1700912980653,1700912980676,1700912980913
sensor-101,1700912981653,1700912981674,1700912982245
sensor-101,1700912982653,1700912982673,1700912982915
sensor-101,1700912983653,1700912983673,1700912984246
sensor-101,1700912984653,1700912984673,1700912984985
sensor-102,1700912975654,1700912975685,1700912975990
sensor-102,1700912976653,1700912976713,1700912976914
sensor-102,1700912977654,1700912977673,1700912978245
sensor-102,1700912978653,1700912978665,1700912978984
sensor-102,1700912979653,1700912979675,1700912979913
sensor-102,1700912980653,1700912980678,1700912981243
sensor-102,1700912981653,1700912981672,1700912981983
sensor-102,1700912982653,1700912982675,1700912983246
sensor-102,1700912983653,1700912983673,1700912983985
sensor-102,1700912984653,1700912984682,1700912984914
sensor-103,1700912975654,1700912975682,1700912975918
sensor-103,1700912976653,1700912976681,1700912977244
sensor-103,1700912977654,1700912977678,1700912977985
sensor-103,1700912978653,1700912978685,1700912978914
sensor-103,1700912979653,1700912979676,1700912980243
sensor-103,1700912980653,1700912980680,1700912980984
sensor-103,1700912981653,1700912981675,1700912981914
sensor-103,1700912982653,1700912982681,1700912982985
sensor-103,1700912983653,1700912983671,1700912983915
