sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700913066596,1700913066600,1700913066984
sensor-0,1700913067596,1700913067600,1700913068245
sensor-0,1700913068596,1700913068600,1700913068915
sensor-0,1700913069596,1700913069601,1700913069985
sensor-0,1700913070596,1700913070604,1700913071244
sensor-0,1700913071596,1700913071602,1700913071916
sensor-0,1700913072596,1700913072600,1700913072983
sensor-0,1700913073596,1700913073600,1700913074246
sensor-0,1700913074596,1700913074602,1700913074916
sensor-0,1700913075596,1700913075597,1700913075984
sensor-1,1700913066596,1700913066602,1700913067245
sensor-1,1700913067596,1700913067601,1700913067913
sensor-1,1700913068596,1700913068602,1700913068986
sensor-1,1700913069596,1700913069599,1700913070243
sensor-1,1700913070596,1700913070605,1700913070914
sensor-1,1700913071596,1700913071602,1700913071985
sensor-1,1700913072596,1700913072600,1700913073246
sensor-1,1700913073596,1700913073600,1700913073916
sensor-1,1700913074596,1700913074601,1700913074984
sensor-1,1700913075596,1700913075598,1700913076243
sensor-10,1700913066596,1700913066602,1700913067245
sensor-10,1700913067596,1700913067602,1700913067913
sensor-10,1700913068596,1700913068603,1700913068986
sensor-10,1700913069596,1700913069600,1700913070243
sensor-10,1700913070596,1700913070606,1700913070914
sensor-10,1700913071596,1700913071605,1700913071985
sensor-10,1700913072596,1700913072603,1700913073246
sensor-10,1700913073596,1700913073600,1700913073916
sensor-10,1700913074596,1700913074603,1700913074984
sensor-10,1700913075596,1700913075598,1700913076243
sensor-100,1700913066596,1700913066613,1700913067245
sensor-100,1700913067596,1700913067610,1700913067913
sensor-100,1700913068596,1700913068611,1700913068986
sensor-100,1700913069596,1700913069611,1700913070243
sensor-100,1700913070596,1700913070617,1700913070914
sensor-100,1700913071596,1700913071619,1700913071985
sensor-100,1700913072596,1700913072616,1700913073246
sensor-100,1700913073596,1700913073615,1700913073916
sensor-100,1700913074596,1700913074612,1700913074984
sensor-100,1700913075596,1700913075606,1700913076243
sensor-101,1700913066596,1700913066612,1700913066918
sensor-101,1700913067596,1700913067613,1700913067984
sensor-101,1700913068596,1700913068610,1700913069244
sensor-101,1700913069596,1700913069610,1700913069918
sensor-101,1700913070596,1700913070618,1700913070985
sensor-101,1700913071596,1700913071615,1700913072246
sensor-101,1700913072596,1700913072617,1700913072913
sensor-101,1700913073596,1700913073615,1700913073986
sensor-101,1700913074596,1700913074613,1700913075246
sensor-101,1700913075596,1700913075606,1700913075914
sensor-102,1700913066596,1700913066614,1700913066984
sensor-102,1700913067596,1700913067619,1700913068245
sensor-102,1700913068596,1700913068618,1700913068915
sensor-102,1700913069596,1700913069612,1700913069985
sensor-102,1700913070596,1700913070617,1700913071244
sensor-102,1700913071596,1700913071625,1700913071916
sensor-102,1700913072596,1700913072617,1700913072983
sensor-102,1700913073596,1700913073616,1700913074246
sensor-102,1700913074596,1700913074618,1700913074916
sensor-102,1700913075596,1700913075606,1700913075984
sensor-103,1700913066596,1700913066613,1700913067245
sensor-103,1700913067596,1700913067610,1700913067913
sensor-103,1700913068596,1700913068611,1700913068986
