sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912570387,1700912570393,1700912570587
sensor-0,1700912571387,1700912571398,1700912571589
sensor-0,1700912572387,1700912572390,1700912572591
sensor-0,1700912573387,1700912573389,1700912573587
sensor-0,1700912574387,1700912574389,1700912574589
sensor-0,1700912575387,1700912575396,1700912575587
sensor-0,1700912576387,1700912576390,1700912576588
sensor-0,1700912577387,1700912577391,1700912577587
sensor-0,1700912578387,1700912578391,1700912578588
sensor-0,1700912579387,1700912579401,1700912579587
sensor-1,1700912570387,1700912570394,1700912570656
sensor-1,1700912571387,1700912571398,1700912571654
sensor-1,1700912572387,1700912572390,1700912572656
sensor-1,1700912573387,1700912573389,1700912573654
sensor-1,1700912574387,1700912574395,1700912574658
sensor-1,1700912575387,1700912575399,1700912575654
sensor-1,1700912576387,1700912576392,1700912576657
sensor-1,1700912577387,1700912577391,1700912577657
sensor-1,1700912578387,1700912578392,1700912578654
sensor-1,1700912579387,1700912579397,1700912579654
sensor-10,1700912570387,1700912570397,1700912570587
sensor-10,1700912571387,1700912571401,1700912571589
sensor-10,1700912572387,1700912572392,1700912572591
sensor-10,1700912573387,1700912573391,1700912573587
sensor-10,1700912574387,1700912574391,1700912574589
sensor-10,1700912575387,1700912575402,1700912575587
sensor-10,1700912576387,1700912576402,1700912576588
sensor-10,1700912577387,1700912577393,1700912577587
sensor-10,1700912578387,1700912578393,1700912578588
sensor-10,1700912579387,1700912579402,1700912579587
sensor-100,1700912570387,1700912570419,1700912570587
sensor-100,1700912571387,1700912571413,1700912571589
sensor-100,1700912572387,1700912572413,1700912572591
sensor-100,1700912573387,1700912573414,1700912573587
sensor-100,1700912574387,1700912574399,1700912574589
sensor-100,1700912575390,1700912575410,1700912575587
sensor-100,1700912576387,1700912576421,1700912576588
sensor-100,1700912577387,1700912577408,1700912577587
sensor-100,1700912578387,1700912578411,1700912578588
sensor-100,1700912579387,1700912579408,1700912579587
sensor-101,1700912570387,1700912570422,1700912570656
sensor-101,1700912571387,1700912571416,1700912571654
sensor-101,1700912572387,1700912572408,1700912572656
sensor-101,1700912573387,1700912573414,1700912573654
sensor-101,1700912574387,1700912574402,1700912574658
sensor-101,1700912575390,1700912575406,1700912575654
sensor-101,1700912576387,1700912576410,1700912576657
sensor-101,1700912577387,1700912577404,1700912577657
sensor-101,1700912578387,1700912578407,1700912578654
sensor-101,1700912579387,1700912579414,1700912579654
sensor-102,1700912570387,1700912570419,1700912570587
sensor-102,1700912571387,1700912571413,1700912571589
sensor-102,1700912572387,1700912572413,1700912572591
sensor-102,1700912573387,1700912573414,1700912573587
sensor-102,1700912574387,1700912574399,1700912574589
sensor-102,1700912575390,1700912575410,1700912575587
sensor-102,1700912576387,1700912576421,1700912576588
sensor-102,1700912577387,1700912577408,1700912577587
sensor-102,1700912578387,1700912578411,1700912578588
sensor-102,1700912579387,1700912579409,1700912579587
sensor-103,1700912570387,1700912570423,1700912570656
sensor-103,1700912571387,1700912571417,1700912571654
sensor-103,1700912572387,1700912572408,1700912572656
sensor-103,1700912573387,1700912573414,1700912573654
sensor-103,1700912574387,1700912574402,1700912574658
sensor-103,1700912575390,1700912575406,1700912575654
sensor-103,1700912576387,1700912576411,1700912576657
sensor-103,1700912577387,1700912577404,1700912577657
sensor-103,1700912578387,1700912578407,1700912578654
sensor-103,1700912579387,1700912579414,1700912579654
sensor-104,1700912570387,1700912570419,1700912570587
sensor-104,1700912571387,1700912571413,1700912571589
sensor-104,1700912572387,1700912572413,1700912572591
sensor-104,1700912573387,1700912573414,1700912573587
sensor-104,1700912574387,1700912574405,1700912574589
sensor-104,1700912575390,1700912575411,1700912575587
sensor-104,1700912576387,1700912576421,1700912576588
sensor-104,1700912577387,1700912577408,1700912577587
sensor-104,1700912578387,1700912578411,1700912578588
sensor-104,1700912579387,1700912579410,1700912579587
sensor-105,1700912570387,1700912570423,1700912570656
sensor-105,1700912571387,1700912571417,1700912571654
sensor-105,1700912572387,1700912572409,1700912572656
sensor-105,1700912573387,1700912573415,1700912573654
sensor-105,1700912574387,1700912574402,1700912574658
sensor-105,1700912575390,1700912575406,1700912575654
sensor-105,1700912576387,1700912576411,1700912576657
sensor-105,1700912577387,1700912577404,1700912577657
sensor-105,1700912578387,1700912578407,1700912578654
sensor-105,1700912579387,1700912579414,1700912579654
sensor-106,1700912570387,1700912570420,1700912570587
sensor-106,1700912571387,1700912571413,1700912571589
sensor-106,1700912572387,1700912572413,1700912572591
