sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912600752,1700912600759,1700912601586
sensor-0,1700912601752,1700912601756,1700912602588
sensor-0,1700912602752,1700912602760,1700912603589
sensor-0,1700912603752,1700912603763,1700912604589
sensor-0,1700912604752,1700912604754,1700912605586
sensor-0,1700912605752,1700912605757,1700912606656
sensor-0,1700912606752,1700912606759,1700912607590
sensor-0,1700912607752,1700912607755,1700912608589
sensor-0,1700912608752,1700912608756,1700912609589
sensor-0,1700912609752,1700912609758,1700912610587
sensor-1,1700912600752,1700912600757,1700912601655
sensor-1,1700912601752,1700912601756,1700912602656
sensor-1,1700912602752,1700912602755,1700912603656
sensor-1,1700912603752,1700912603764,1700912604657
sensor-1,1700912604752,1700912604755,1700912605656
sensor-1,1700912605752,1700912605756,1700912606589
sensor-1,1700912606752,1700912606759,1700912607656
sensor-1,1700912607752,1700912607756,1700912608656
sensor-1,1700912608752,1700912608760,1700912609656
sensor-1,1700912609752,1700912609758,1700912610655
sensor-10,1700912600752,1700912600760,1700912601586
sensor-10,1700912601752,1700912601758,1700912602588
sensor-10,1700912602752,1700912602761,1700912603589
sensor-10,1700912603752,1700912603765,1700912604589
sensor-10,1700912604752,1700912604756,1700912605586
sensor-10,1700912605752,1700912605757,1700912606656
sensor-10,1700912606752,1700912606762,1700912607590
sensor-10,1700912607752,1700912607757,1700912608589
sensor-10,1700912608752,1700912608757,1700912609589
sensor-10,1700912609752,1700912609760,1700912610587
sensor-100,1700912600752,1700912600768,1700912601586
sensor-100,1700912601752,1700912601766,1700912602588
sensor-100,1700912602752,1700912602769,1700912603589
sensor-100,1700912603752,1700912603784,1700912604589
sensor-100,1700912604752,1700912604769,1700912605586
sensor-100,1700912605752,1700912605768,1700912606656
sensor-100,1700912606752,1700912606773,1700912607590
sensor-100,1700912607752,1700912607766,1700912608589
sensor-100,1700912608752,1700912608773,1700912609589
sensor-100,1700912609752,1700912609777,1700912610587
sensor-101,1700912600752,1700912600768,1700912601655
sensor-101,1700912601752,1700912601783,1700912602656
sensor-101,1700912602752,1700912602765,1700912603656
sensor-101,1700912603752,1700912603772,1700912604657
sensor-101,1700912604752,1700912604766,1700912605656
sensor-101,1700912605752,1700912605769,1700912606589
sensor-101,1700912606752,1700912606765,1700912607656
sensor-101,1700912607752,1700912607766,1700912608656
sensor-101,1700912608752,1700912608772,1700912609656
sensor-101,1700912609752,1700912609774,1700912610655
sensor-102,1700912600752,1700912600769,1700912601586
sensor-102,1700912601752,1700912601766,1700912602588
sensor-102,1700912602752,1700912602769,1700912603589
sensor-102,1700912603752,1700912603784,1700912604589
sensor-102,1700912604752,1700912604769,1700912605586
sensor-102,1700912605752,1700912605768,1700912606656
sensor-102,1700912606752,1700912606773,1700912607590
sensor-102,1700912607752,1700912607766,1700912608589
sensor-102,1700912608752,1700912608773,1700912609589
sensor-102,1700912609752,1700912609778,1700912610587
sensor-103,1700912600752,1700912600768,1700912601655
sensor-103,1700912601752,1700912601783,1700912602656
sensor-103,1700912602752,1700912602765,1700912603656
sensor-103,1700912603752,1700912603772,1700912604657
sensor-103,1700912604752,1700912604766,1700912605656
sensor-103,1700912605752,1700912605769,1700912606589
sensor-103,1700912606752,1700912606765,1700912607656
sensor-103,1700912607752,1700912607766,1700912608656
sensor-103,1700912608752,1700912608772,1700912609656
sensor-103,1700912609752,1700912609774,1700912610655
sensor-104,1700912600752,1700912600769,1700912601586
sensor-104,1700912601752,1700912601767,1700912602588
sensor-104,1700912602752,1700912602769,1700912603589
