sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912539510,1700912539521,1700912539587
sensor-0,1700912540503,1700912540516,1700912540589
sensor-0,1700912541503,1700912541507,1700912541591
sensor-0,1700912542503,1700912542514,1700912542629
sensor-0,1700912543503,1700912543511,1700912543587
sensor-0,1700912544503,1700912544514,1700912544587
sensor-0,1700912545503,1700912545509,1700912545589
sensor-0,1700912546503,1700912546510,1700912546590
sensor-0,1700912547503,1700912547507,1700912547589
sensor-0,1700912548503,1700912548511,1700912548591
sensor-1,1700912540503,1700912540513,1700912540957
sensor-1,1700912541504,1700912541510,1700912541703
sensor-1,1700912542504,1700912542514,1700912542668
sensor-1,1700912543504,1700912543515,1700912543660
sensor-1,1700912544504,1700912544518,1700912544654
sensor-1,1700912545503,1700912545516,1700912545654
sensor-1,1700912546504,1700912546521,1700912546654
sensor-1,1700912547504,1700912547506,1700912547654
sensor-1,1700912548503,1700912548511,1700912548657
sensor-10,1700912539517,1700912539528,1700912539587
sensor-10,1700912540503,1700912540519,1700912540589
sensor-10,1700912541504,1700912541516,1700912541591
sensor-10,1700912542504,1700912542517,1700912542629
sensor-10,1700912543504,1700912543513,1700912543587
sensor-10,1700912544504,1700912544517,1700912544587
sensor-10,1700912545504,1700912545510,1700912545589
sensor-10,1700912546504,1700912546513,1700912546590
sensor-10,1700912547504,1700912547510,1700912547589
sensor-10,1700912548503,1700912548539,1700912548591
sensor-100,1700912540504,1700912540557,1700912540589
sensor-100,1700912541504,1700912541556,1700912541591
sensor-100,1700912542504,1700912542549,1700912542629
sensor-100,1700912543505,1700912543535,1700912543587
sensor-100,1700912544504,1700912544527,1700912544587
sensor-100,1700912545504,1700912545518,1700912545589
sensor-100,1700912546504,1700912546528,1700912546590
sensor-100,1700912547504,1700912547525,1700912547589
sensor-100,1700912548503,1700912548563,1700912548591
sensor-101,1700912540504,1700912540569,1700912540957
sensor-101,1700912541504,1700912541546,1700912541703
sensor-101,1700912542504,1700912542563,1700912542668
sensor-101,1700912543505,1700912543541,1700912543660
sensor-101,1700912544504,1700912544537,1700912544654
sensor-101,1700912545504,1700912545524,1700912545654
sensor-101,1700912546504,1700912546536,1700912546654
sensor-101,1700912547504,1700912547524,1700912547654
sensor-101,1700912548503,1700912548565,1700912548657
sensor-102,1700912540504,1700912540558,1700912540589
sensor-102,1700912541504,1700912541556,1700912541591
sensor-102,1700912542504,1700912542549,1700912542629
sensor-102,1700912543505,1700912543535,1700912543587
sensor-102,1700912544504,1700912544527,1700912544587
sensor-102,1700912545504,1700912545518,1700912545589
sensor-102,1700912546504,1700912546528,1700912546590
sensor-102,1700912547504,1700912547525,1700912547589
sensor-102,1700912548503,1700912548563,1700912548591
sensor-103,1700912540504,1700912540570,1700912540957
sensor-103,1700912541504,1700912541551,1700912541703
sensor-103,1700912542504,1700912542563,1700912542668
sensor-103,1700912543505,1700912543541,1700912543660
sensor-103,1700912544504,1700912544537,1700912544654
sensor-103,1700912545504,1700912545524,1700912545654
sensor-103,1700912546504,1700912546536,1700912546654
sensor-103,1700912547504,1700912547524,1700912547654
sensor-103,1700912548503,1700912548565,1700912548657
sensor-104,1700912540504,1700912540559,1700912540589
sensor-104,1700912541504,1700912541557,1700912541591
sensor-104,1700912542504,1700912542550,1700912542629
sensor-104,1700912543505,1700912543535,1700912543587
sensor-104,1700912544504,1700912544527,1700912544587
sensor-104,1700912545504,1700912545518,1700912545589
sensor-104,1700912546504,1700912546528,1700912546590
sensor-104,1700912547504,1700912547525,1700912547589
sensor-104,1700912548503,1700912548563,1700912548591
sensor-105,1700912540504,1700912540570,1700912540957
sensor-105,1700912541504,1700912541552,1700912541703
sensor-105,1700912542504,1700912542563,1700912542668
sensor-105,1700912543505,1700912543542,1700912543660
sensor-105,1700912544505,1700912544537,1700912544654
sensor-105,1700912545504,1700912545524,1700912545654
sensor-105,1700912546504,1700912546536,1700912546654
sensor-105,1700912547504,1700912547524,1700912547654
sensor-105,1700912548503,1700912548565,1700912548657
sensor-106,1700912540504,1700912540560,1700912540589
sensor-106,1700912541504,1700912541558,1700912541591
sensor-106,1700912542504,1700912542550,1700912542629
sensor-106,1700912543505,1700912543535,1700912543587
sensor-106,1700912544505,1700912544528,1700912544587
sensor-106,1700912545504,1700912545518,1700912545589
sensor-106,1700912546504,1700912546528,1700912546590
sensor-106,1700912547504,1700912547525,1700912547589
sensor-106,1700912548503,1700912548563,1700912548591
sensor-107,1700912540504,1700912540571,1700912540957
sensor-107,1700912541504,1700912541552,1700912541703
