sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912220728,1700912220734,1700912220822
sensor-0,1700912221727,1700912221731,1700912221823
sensor-0,1700912222727,1700912222731,1700912222811
sensor-0,1700912223727,1700912223731,1700912223799
sensor-0,1700912224727,1700912224738,1700912224809
sensor-0,1700912225727,1700912225729,1700912225800
sensor-0,1700912226728,1700912226731,1700912226788
sensor-0,1700912227727,1700912227733,1700912227779
sensor-0,1700912228727,1700912228730,1700912228783
sensor-0,1700912229727,1700912229730,1700912229784
sensor-1,1700912220728,1700912220734,1700912220822
sensor-1,1700912221727,1700912221731,1700912221823
sensor-1,1700912222727,1700912222732,1700912222811
sensor-1,1700912223727,1700912223732,1700912223799
sensor-1,1700912224728,1700912224739,1700912224809
sensor-1,1700912225727,1700912225730,1700912225800
sensor-1,1700912226728,1700912226731,1700912226788
sensor-1,1700912227727,1700912227733,1700912227779
sensor-1,1700912228727,1700912228730,1700912228783
sensor-1,1700912229727,1700912229730,1700912229784
sensor-10,1700912220728,1700912220735,1700912220822
sensor-10,1700912221727,1700912221735,1700912221823
sensor-10,1700912222727,1700912222733,1700912222811
sensor-10,1700912223727,1700912223733,1700912223799
sensor-10,1700912224728,1700912224739,1700912224809
sensor-10,1700912225727,1700912225732,1700912225800
sensor-10,1700912226728,1700912226733,1700912226788
sensor-10,1700912227727,1700912227733,1700912227779
sensor-10,1700912228727,1700912228731,1700912228783
sensor-10,1700912229727,1700912229733,1700912229784
sensor-100,1700912220728,1700912220745,1700912220822
sensor-100,1700912221727,1700912221744,1700912221823
sensor-100,1700912222727,1700912222747,1700912222811
sensor-100,1700912223727,1700912223744,1700912223799
sensor-100,1700912224728,1700912224754,1700912224809
sensor-100,1700912225727,1700912225745,1700912225800
sensor-100,1700912226728,1700912226741,1700912226788
sensor-100,1700912227727,1700912227741,1700912227779
sensor-100,1700912228727,1700912228741,1700912228783
sensor-100,1700912229728,1700912229748,1700912229784
sensor-101,1700912220728,1700912220745,1700912220822
sensor-101,1700912221727,1700912221744,1700912221823
sensor-101,1700912222727,1700912222747,1700912222811
sensor-101,1700912223727,1700912223744,1700912223799
sensor-101,1700912224728,1700912224755,1700912224809
sensor-101,1700912225727,1700912225745,1700912225800
sensor-101,1700912226728,1700912226741,1700912226788
sensor-101,1700912227727,1700912227741,1700912227779
sensor-101,1700912228727,1700912228741,1700912228783
sensor-101,1700912229728,1700912229748,1700912229784
sensor-102,1700912220728,1700912220745,1700912220822
sensor-102,1700912221727,1700912221744,1700912221823
sensor-102,1700912222727,1700912222747,1700912222811
sensor-102,1700912223727,1700912223744,1700912223799
sensor-102,1700912224728,1700912224755,1700912224809
sensor-102,1700912225727,1700912225745,1700912225800
sensor-102,1700912226728,1700912226741,1700912226788
sensor-102,1700912227727,1700912227741,1700912227779
sensor-102,1700912228727,1700912228741,1700912228783
sensor-102,1700912229728,1700912229748,1700912229784
sensor-103,1700912220728,1700912220745,1700912220822
sensor-103,1700912221727,1700912221744,1700912221823
sensor-103,1700912222727,1700912222747,1700912222811
sensor-103,1700912223727,1700912223744,1700912223799
sensor-103,1700912224728,1700912224755,1700912224809
sensor-103,1700912225727,1700912225745,1700912225800
sensor-103,1700912226728,1700912226741,1700912226788
sensor-103,1700912227727,1700912227741,1700912227779
sensor-103,1700912228727,1700912228741,1700912228783
sensor-103,1700912229728,1700912229748,1700912229784
sensor-104,1700912220728,1700912220745,1700912220822
sensor-104,1700912221727,1700912221744,1700912221823
sensor-104,1700912222727,1700912222747,1700912222811
