sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912281420,1700912281422,1700912281493
sensor-0,1700912282420,1700912282423,1700912282496
sensor-0,1700912283420,1700912283427,1700912283490
sensor-0,1700912284420,1700912284424,1700912284477
sensor-0,1700912285420,1700912285424,1700912285481
sensor-0,1700912286420,1700912286423,1700912286482
sensor-0,1700912287420,1700912287424,1700912287490
sensor-0,1700912288420,1700912288424,1700912288478
sensor-0,1700912289420,1700912289423,1700912289479
sensor-0,1700912290421,1700912290427,1700912290490
sensor-1,1700912281420,1700912281423,1700912281493
sensor-1,1700912282420,1700912282424,1700912282496
sensor-1,1700912283421,1700912283428,1700912283490
sensor-1,1700912284420,1700912284424,1700912284477
sensor-1,1700912285420,1700912285425,1700912285481
sensor-1,1700912286420,1700912286423,1700912286482
sensor-1,1700912287421,1700912287425,1700912287490
sensor-1,1700912288420,1700912288424,1700912288478
sensor-1,1700912289420,1700912289424,1700912289479
sensor-1,1700912290421,1700912290427,1700912290490
sensor-10,1700912281420,1700912281424,1700912281493
sensor-10,1700912282420,1700912282426,1700912282496
sensor-10,1700912283421,1700912283428,1700912283490
sensor-10,1700912284420,1700912284424,1700912284477
sensor-10,1700912285420,1700912285426,1700912285481
sensor-10,1700912286420,1700912286426,1700912286482
sensor-10,1700912287421,1700912287426,1700912287490
sensor-10,1700912288420,1700912288426,1700912288478
sensor-10,1700912289420,1700912289426,1700912289479
sensor-10,1700912290421,1700912290429,1700912290490
sensor-100,1700912281420,1700912281428,1700912281493
sensor-100,1700912282420,1700912282439,1700912282496
sensor-100,1700912283421,1700912283449,1700912283490
sensor-100,1700912284421,1700912284432,1700912284477
sensor-100,1700912285420,1700912285439,1700912285481
sensor-100,1700912286420,1700912286438,1700912286482
sensor-100,1700912287421,1700912287438,1700912287490
sensor-100,1700912288420,1700912288438,1700912288478
sensor-100,1700912289420,1700912289439,1700912289479
sensor-100,1700912290421,1700912290440,1700912290490
sensor-101,1700912281420,1700912281428,1700912281493
sensor-101,1700912282420,1700912282439,1700912282496
sensor-101,1700912283421,1700912283449,1700912283490
sensor-101,1700912284421,1700912284432,1700912284477
sensor-101,1700912285420,1700912285440,1700912285481
sensor-101,1700912286420,1700912286438,1700912286482
sensor-101,1700912287421,1700912287438,1700912287490
sensor-101,1700912288420,1700912288438,1700912288478
sensor-101,1700912289420,1700912289439,1700912289479
sensor-101,1700912290421,1700912290440,1700912290490
sensor-102,1700912281420,1700912281428,1700912281493
sensor-102,1700912282420,1700912282439,1700912282496
sensor-102,1700912283421,1700912283449,1700912283490
sensor-102,1700912284421,1700912284432,1700912284477
sensor-102,1700912285420,1700912285440,1700912285481
sensor-102,1700912286420,1700912286438,1700912286482
sensor-102,1700912287421,1700912287439,1700912287490
sensor-102,1700912288420,1700912288438,1700912288478
sensor-102,1700912289420,1700912289439,1700912289479
sensor-102,1700912290421,1700912290440,1700912290490
sensor-103,1700912281420,1700912281428,1700912281493
sensor-103,1700912282420,1700912282439,1700912282496
sensor-103,1700912283421,1700912283449,1700912283490
sensor-103,1700912284421,1700912284432,1700912284477
sensor-103,1700912285420,1700912285440,1700912285481
sensor-103,1700912286420,1700912286438,1700912286482
sensor-103,1700912287421,1700912287439,1700912287490
sensor-103,1700912288420,1700912288438,1700912288478
sensor-103,1700912289420,1700912289439,1700912289479
sensor-103,1700912290421,1700912290440,1700912290490
sensor-104,1700912281420,1700912281429,1700912281493
sensor-104,1700912282420,1700912282439,1700912282496
sensor-104,1700912283421,1700912283450,1700912283490
sensor-104,1700912284421,1700912284432,1700912284477
sensor-104,1700912285420,1700912285440,1700912285481
sensor-104,1700912286420,1700912286438,1700912286482
sensor-104,1700912287421,1700912287439,1700912287490
sensor-104,1700912288420,1700912288438,1700912288478
sensor-104,1700912289420,1700912289439,1700912289479
sensor-104,1700912290421,1700912290440,1700912290490
sensor-105,1700912281420,1700912281429,1700912281493
sensor-105,1700912282420,1700912282439,1700912282496
sensor-105,1700912283421,1700912283450,1700912283490
sensor-105,1700912284421,1700912284432,1700912284477
sensor-105,1700912285420,1700912285440,1700912285481
sensor-105,1700912286420,1700912286438,1700912286482
sensor-105,1700912287421,1700912287439,1700912287490
sensor-105,1700912288420,1700912288438,1700912288478
sensor-105,1700912289420,1700912289439,1700912289479
sensor-105,1700912290421,1700912290440,1700912290490
sensor-106,1700912281420,1700912281429,1700912281493
sensor-106,1700912282420,1700912282439,1700912282496
