sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912311686,1700912311697,1700912311754
sensor-0,1700912312685,1700912312695,1700912312750
sensor-0,1700912313685,1700912313687,1700912313749
sensor-0,1700912314685,1700912314688,1700912314754
sensor-0,1700912315686,1700912315690,1700912315762
sensor-0,1700912316685,1700912316688,1700912316771
sensor-0,1700912317685,1700912317688,1700912317738
sensor-0,1700912318686,1700912318691,1700912318738
sensor-0,1700912319686,1700912319689,1700912319734
sensor-0,1700912320686,1700912320689,1700912320747
sensor-1,1700912311686,1700912311698,1700912311754
sensor-1,1700912312686,1700912312696,1700912312750
sensor-1,1700912313685,1700912313687,1700912313749
sensor-1,1700912314685,1700912314689,1700912314754
sensor-1,1700912315686,1700912315690,1700912315762
sensor-1,1700912316685,1700912316688,1700912316771
sensor-1,1700912317686,1700912317688,1700912317738
sensor-1,1700912318686,1700912318691,1700912318738
sensor-1,1700912319686,1700912319690,1700912319734
sensor-1,1700912320686,1700912320689,1700912320747
sensor-10,1700912311686,1700912311703,1700912311754
sensor-10,1700912312686,1700912312696,1700912312750
sensor-10,1700912313685,1700912313688,1700912313749
sensor-10,1700912314685,1700912314689,1700912314754
sensor-10,1700912315686,1700912315691,1700912315762
sensor-10,1700912316685,1700912316689,1700912316771
sensor-10,1700912317686,1700912317692,1700912317738
sensor-10,1700912318686,1700912318692,1700912318738
sensor-10,1700912319686,1700912319691,1700912319734
sensor-10,1700912320686,1700912320691,1700912320747
sensor-100,1700912311686,1700912311707,1700912311754
sensor-100,1700912312686,1700912312707,1700912312750
sensor-100,1700912313685,1700912313703,1700912313749
sensor-100,1700912314685,1700912314701,1700912314754
sensor-100,1700912315686,1700912315699,1700912315762
sensor-100,1700912316685,1700912316692,1700912316771
sensor-100,1700912317686,1700912317703,1700912317738
sensor-100,1700912318686,1700912318703,1700912318738
sensor-100,1700912319686,1700912319701,1700912319734
sensor-100,1700912320686,1700912320705,1700912320747
sensor-101,1700912311686,1700912311707,1700912311754
sensor-101,1700912312686,1700912312707,1700912312750
sensor-101,1700912313685,1700912313703,1700912313749
sensor-101,1700912314685,1700912314701,1700912314754
sensor-101,1700912315686,1700912315699,1700912315762
sensor-101,1700912316685,1700912316693,1700912316771
sensor-101,1700912317686,1700912317703,1700912317738
