sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912190147,1700912190167,1700912190555
sensor-0,1700912191141,1700912191143,1700912191254
sensor-0,1700912192141,1700912192151,1700912192230
sensor-0,1700912193141,1700912193151,1700912193229
sensor-0,1700912194141,1700912194145,1700912194229
sensor-0,1700912195141,1700912195145,1700912195224
sensor-0,1700912196141,1700912196153,1700912196209
sensor-0,1700912197141,1700912197152,1700912197211
sensor-0,1700912198141,1700912198149,1700912198197
sensor-0,1700912199141,1700912199145,1700912199192
sensor-1,1700912190155,1700912190168,1700912190555
sensor-1,1700912191141,1700912191144,1700912191254
sensor-1,1700912192141,1700912192152,1700912192230
sensor-1,1700912193141,1700912193151,1700912193229
sensor-1,1700912194141,1700912194147,1700912194229
sensor-1,1700912195141,1700912195146,1700912195224
sensor-1,1700912196141,1700912196153,1700912196209
sensor-1,1700912197141,1700912197152,1700912197211
sensor-1,1700912198141,1700912198149,1700912198197
sensor-1,1700912199141,1700912199146,1700912199192
sensor-10,1700912190155,1700912190171,1700912190555
sensor-10,1700912191141,1700912191149,1700912191254
sensor-10,1700912192141,1700912192153,1700912192230
sensor-10,1700912193141,1700912193152,1700912193229
sensor-10,1700912194141,1700912194157,1700912194229
sensor-10,1700912195141,1700912195147,1700912195224
sensor-10,1700912196142,1700912196154,1700912196209
sensor-10,1700912197141,1700912197154,1700912197211
sensor-10,1700912198141,1700912198150,1700912198197
sensor-10,1700912199141,1700912199148,1700912199192
sensor-100,1700912190164,1700912190235,1700912190555
sensor-100,1700912191142,1700912191186,1700912191254
sensor-100,1700912192141,1700912192177,1700912192230
sensor-100,1700912193141,1700912193168,1700912193229
sensor-100,1700912194142,1700912194175,1700912194229
sensor-100,1700912195141,1700912195167,1700912195224
sensor-100,1700912196142,1700912196171,1700912196209
sensor-100,1700912197142,1700912197166,1700912197211
sensor-100,1700912198141,1700912198159,1700912198197
sensor-100,1700912199141,1700912199160,1700912199192
sensor-101,1700912190164,1700912190236,1700912190555
sensor-101,1700912191142,1700912191186,1700912191254
sensor-101,1700912192141,1700912192178,1700912192230
sensor-101,1700912193141,1700912193168,1700912193229
sensor-101,1700912194142,1700912194177,1700912194229
sensor-101,1700912195141,1700912195167,1700912195224
sensor-101,1700912196142,1700912196171,1700912196209
sensor-101,1700912197142,1700912197167,1700912197211
sensor-101,1700912198141,1700912198159,1700912198197
sensor-101,1700912199141,1700912199160,1700912199192
sensor-102,1700912190164,1700912190237,1700912190555
sensor-102,1700912191142,1700912191187,1700912191254
sensor-102,1700912192141,1700912192178,1700912192230
sensor-102,1700912193141,1700912193169,1700912193229
sensor-102,1700912194142,1700912194177,1700912194229
sensor-102,1700912195141,1700912195167,1700912195224
sensor-102,1700912196142,1700912196171,1700912196209
sensor-102,1700912197142,1700912197167,1700912197211
sensor-102,1700912198141,1700912198159,1700912198197
sensor-102,1700912199141,1700912199160,1700912199192
sensor-103,1700912190164,1700912190237,1700912190555
sensor-103,1700912191142,1700912191187,1700912191254
sensor-103,1700912192141,1700912192178,1700912192230
sensor-103,1700912193141,1700912193169,1700912193229
sensor-103,1700912194142,1700912194177,1700912194229
sensor-103,1700912195141,1700912195167,1700912195224
sensor-103,1700912196142,1700912196171,1700912196209
sensor-103,1700912197142,1700912197167,1700912197211
sensor-103,1700912198141,1700912198159,1700912198197
sensor-103,1700912199141,1700912199160,1700912199192
sensor-104,1700912190164,1700912190238,1700912190555
sensor-104,1700912191142,1700912191187,1700912191254
sensor-104,1700912192141,1700912192178,1700912192230
sensor-104,1700912193141,1700912193169,1700912193229
sensor-104,1700912194142,1700912194177,1700912194229
sensor-104,1700912195141,1700912195167,1700912195224
sensor-104,1700912196142,1700912196172,1700912196209
sensor-104,1700912197142,1700912197167,1700912197211
sensor-104,1700912198141,1700912198159,1700912198197
sensor-104,1700912199141,1700912199160,1700912199192
sensor-105,1700912190164,1700912190238,1700912190555
sensor-105,1700912191142,1700912191187,1700912191254
sensor-105,1700912192141,1700912192178,1700912192230
sensor-105,1700912193142,1700912193169,1700912193229
sensor-105,1700912194142,1700912194177,1700912194229
sensor-105,1700912195141,1700912195167,1700912195224
sensor-105,1700912196142,1700912196172,1700912196209
sensor-105,1700912197142,1700912197167,1700912197211
sensor-105,1700912198141,1700912198160,1700912198197
sensor-105,1700912199141,1700912199160,1700912199192
sensor-106,1700912190164,1700912190240,1700912190555
sensor-106,1700912191142,1700912191188,1700912191254
sensor-106,1700912192141,1700912192178,1700912192230
sensor-106,1700912193142,1700912193169,1700912193229
sensor-106,1700912194142,1700912194178,1700912194229
sensor-106,1700912195141,1700912195167,1700912195224
sensor-106,1700912196142,1700912196172,1700912196209
sensor-106,1700912197142,1700912197167,1700912197211
sensor-106,1700912198141,1700912198160,1700912198197
sensor-106,1700912199141,1700912199161,1700912199192
sensor-107,1700912190164,1700912190240,1700912190555
sensor-107,1700912191142,1700912191188,1700912191254
sensor-107,1700912192141,1700912192179,1700912192230
sensor-107,1700912193142,1700912193169,1700912193229
sensor-107,1700912194142,1700912194178,1700912194229
sensor-107,1700912195141,1700912195167,1700912195224
sensor-107,1700912196142,1700912196172,1700912196209
sensor-107,1700912197142,1700912197167,1700912197211
sensor-107,1700912198141,1700912198160,1700912198197
sensor-107,1700912199141,1700912199161,1700912199192
sensor-108,1700912190164,1700912190240,1700912190555
sensor-108,1700912191142,1700912191188,1700912191254
sensor-108,1700912192141,1700912192179,1700912192230
sensor-108,1700912193142,1700912193169,1700912193229
sensor-108,1700912194142,1700912194178,1700912194229
sensor-108,1700912195141,1700912195167,1700912195224
sensor-108,1700912196142,1700912196172,1700912196209
sensor-108,1700912197142,1700912197167,1700912197211
sensor-108,1700912198141,1700912198160,1700912198197
sensor-108,1700912199141,1700912199161,1700912199192
sensor-109,1700912190164,1700912190240,1700912190555
sensor-109,1700912191142,1700912191189,1700912191254
sensor-109,1700912192141,1700912192179,1700912192230
sensor-109,1700912193142,1700912193169,1700912193229
sensor-109,1700912194142,1700912194178,1700912194229
sensor-109,1700912195141,1700912195167,1700912195224
