sensorId,assemblyEpochMillis,supervisorEpochMillis,influxEpochMillis
sensor-0,1700912251086,1700912251091,1700912251148
sensor-0,1700912252087,1700912252090,1700912252147
sensor-0,1700912253086,1700912253092,1700912253147
sensor-0,1700912254086,1700912254095,1700912254152
sensor-0,1700912255086,1700912255091,1700912255147
sensor-0,1700912256086,1700912256091,1700912256150
sensor-0,1700912257086,1700912257099,1700912257147
sensor-0,1700912258086,1700912258089,1700912258155
sensor-0,1700912259086,1700912259092,1700912259149
sensor-0,1700912260086,1700912260093,1700912260147
sensor-1,1700912251087,1700912251091,1700912251148
sensor-1,1700912252087,1700912252091,1700912252147
sensor-1,1700912253086,1700912253092,1700912253147
sensor-1,1700912254086,1700912254095,1700912254152
sensor-1,1700912255086,1700912255091,1700912255147
sensor-1,1700912256087,1700912256091,1700912256150
sensor-1,1700912257087,1700912257102,1700912257147
sensor-1,1700912258086,1700912258098,1700912258155
sensor-1,1700912259086,1700912259092,1700912259149
sensor-1,1700912260086,1700912260094,1700912260147
sensor-10,1700912251087,1700912251093,1700912251148
sensor-10,1700912252087,1700912252097,1700912252147
sensor-10,1700912253086,1700912253093,1700912253147
sensor-10,1700912254086,1700912254097,1700912254152
sensor-10,1700912255086,1700912255099,1700912255147
sensor-10,1700912256087,1700912256096,1700912256150
sensor-10,1700912257087,1700912257103,1700912257147
sensor-10,1700912258086,1700912258099,1700912258155
sensor-10,1700912259086,1700912259093,1700912259149
sensor-10,1700912260086,1700912260095,1700912260147
sensor-100,1700912251087,1700912251099,1700912251148
sensor-100,1700912252087,1700912252102,1700912252147
sensor-100,1700912253087,1700912253100,1700912253147
sensor-100,1700912254086,1700912254105,1700912254152
sensor-100,1700912255086,1700912255102,1700912255147
sensor-100,1700912256087,1700912256100,1700912256150
sensor-100,1700912257087,1700912257108,1700912257147
sensor-100,1700912258087,1700912258108,1700912258155
sensor-100,1700912259086,1700912259103,1700912259149
sensor-100,1700912260086,1700912260107,1700912260147
sensor-101,1700912251087,1700912251099,1700912251148
sensor-101,1700912252087,1700912252102,1700912252147
sensor-101,1700912253087,1700912253100,1700912253147
sensor-101,1700912254086,1700912254105,1700912254152
sensor-101,1700912255086,1700912255102,1700912255147
sensor-101,1700912256087,1700912256100,1700912256150
sensor-101,1700912257087,1700912257108,1700912257147
sensor-101,1700912258087,1700912258108,1700912258155
sensor-101,1700912259086,1700912259103,1700912259149
sensor-101,1700912260086,1700912260107,1700912260147
sensor-102,1700912251087,1700912251099,1700912251148
sensor-102,1700912252087,1700912252102,1700912252147
sensor-102,1700912253087,1700912253100,1700912253147
sensor-102,1700912254086,1700912254105,1700912254152
sensor-102,1700912255086,1700912255102,1700912255147
sensor-102,1700912256087,1700912256100,1700912256150
sensor-102,1700912257087,1700912257108,1700912257147
sensor-102,1700912258087,1700912258108,1700912258155
sensor-102,1700912259086,1700912259103,1700912259149
sensor-102,1700912260086,1700912260108,1700912260147
sensor-103,1700912251087,1700912251099,1700912251148
sensor-103,1700912252087,1700912252102,1700912252147
sensor-103,1700912253087,1700912253100,1700912253147
sensor-103,1700912254086,1700912254105,1700912254152
sensor-103,1700912255086,1700912255102,1700912255147
sensor-103,1700912256087,1700912256104,1700912256150
sensor-103,1700912257087,1700912257108,1700912257147
sensor-103,1700912258087,1700912258109,1700912258155
sensor-103,1700912259086,1700912259103,1700912259149
sensor-103,1700912260086,1700912260108,1700912260147
sensor-104,1700912251087,1700912251099,1700912251148
sensor-104,1700912252087,1700912252102,1700912252147
sensor-104,1700912253087,1700912253100,1700912253147
sensor-104,1700912254086,1700912254105,1700912254152
sensor-104,1700912255086,1700912255103,1700912255147
sensor-104,1700912256087,1700912256104,1700912256150
sensor-104,1700912257087,1700912257108,1700912257147
sensor-104,1700912258087,1700912258109,1700912258155
sensor-104,1700912259086,1700912259103,1700912259149
sensor-104,1700912260086,1700912260108,1700912260147
sensor-105,1700912251087,1700912251100,1700912251148
sensor-105,1700912252087,1700912252102,1700912252147
sensor-105,1700912253087,1700912253100,1700912253147
sensor-105,1700912254086,1700912254105,1700912254152
sensor-105,1700912255086,1700912255103,1700912255147
sensor-105,1700912256087,1700912256104,1700912256150
sensor-105,1700912257087,1700912257108,1700912257147
sensor-105,1700912258087,1700912258109,1700912258155
sensor-105,1700912259086,1700912259104,1700912259149
sensor-105,1700912260086,1700912260108,1700912260147
sensor-106,1700912251087,1700912251100,1700912251148
sensor-106,1700912252087,1700912252102,1700912252147
sensor-106,1700912253087,1700912253100,1700912253147
sensor-106,1700912254086,1700912254105,1700912254152
sensor-106,1700912255086,1700912255103,1700912255147
sensor-106,1700912256087,1700912256104,1700912256150
sensor-106,1700912257087,1700912257108,1700912257147
sensor-106,1700912258087,1700912258109,1700912258155
sensor-106,1700912259086,1700912259104,1700912259149
sensor-106,1700912260086,1700912260108,1700912260147
sensor-107,1700912251087,1700912251100,1700912251148
sensor-107,1700912252087,1700912252102,1700912252147
sensor-107,1700912253087,1700912253100,1700912253147
sensor-107,1700912254086,1700912254105,1700912254152
sensor-107,1700912255086,1700912255103,1700912255147
sensor-107,1700912256087,1700912256104,1700912256150
sensor-107,1700912257087,1700912257108,1700912257147
sensor-107,1700912258087,1700912258109,1700912258155
sensor-107,1700912259086,1700912259104,1700912259149
sensor-107,1700912260086,1700912260108,1700912260147
sensor-108,1700912251087,1700912251100,1700912251148
sensor-108,1700912252087,1700912252102,1700912252147
sensor-108,1700912253087,1700912253100,1700912253147
sensor-108,1700912254086,1700912254105,1700912254152
sensor-108,1700912255086,1700912255103,1700912255147
sensor-108,1700912256087,1700912256104,1700912256150
sensor-108,1700912257087,1700912257108,1700912257147
sensor-108,1700912258087,1700912258109,1700912258155
sensor-108,1700912259086,1700912259104,1700912259149
sensor-108,1700912260086,1700912260108,1700912260147
sensor-109,1700912251087,1700912251100,1700912251148
sensor-109,1700912252087,1700912252102,1700912252147
sensor-109,1700912253087,1700912253100,1700912253147
sensor-109,1700912254086,1700912254105,1700912254152
sensor-109,1700912255086,1700912255103,1700912255147
sensor-109,1700912256087,1700912256104,1700912256150
sensor-109,1700912257087,1700912257108,1700912257147
sensor-109,1700912258087,1700912258109,1700912258155
sensor-109,1700912259086,1700912259104,1700912259149
sensor-109,1700912260086,1700912260108,1700912260147
sensor-11,1700912251087,1700912251093,1700912251148
sensor-11,1700912252087,1700912252097,1700912252147
sensor-11,1700912253086,1700912253093,1700912253147
sensor-11,1700912254086,1700912254097,1700912254152
